Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2019,Mexico,,,106,,,55,,,15918,104,,474,547,,,,52,,,925,2029,,,,1672,,,,6643,,,269,,,,,42,9914,,,,,6404,9258,,,19317,,,,3272,26,56,12920,,,359,1798,84,275,,,2963,3336,212,10910,,,,,,,,,159,10081,,,,,,6936,,,272,,,,,44178,,,,595,,15300,403,,2055,167,297,50,294,,2020,6074,137,3926,44,,70,,,,,36,550,,,,,62,,,,58,,,,,,,,,,,,,,,254,,,,,,1369,,112,4105,,150,,,,192,,156,,1686,,552,4948,545,713,595,1171,,1948,,,434,1740,,,,,,,,,,115,34,62,,,50,,112,55,,,210,,23589,,29,,,676,1597,208,,127,,,,,28,,294,,,,,359,,3699,,762290,,3309,,,17254,87,,,,,
2019,Nicaragua,63,,118,,,,,124,282,,,,39,,87,,,,,46,25,,,,67,,,,127,,,63,,,,,,263,,,,,131,145,,,468,,,,11283,,,985,,,,,49,54,,,72,116,,2559,,,,,84,,,,,155,,,,,,314,,,,,,,,1845,,,,24,,13057,,,25,,,,25,,,199,20,41,27,,,,,,,,,,,,,,,,,,,,,,,,,,886,,,,,,,,,,,,279,,,,,25,,,,,,,,424,,,238,,,,60,,63,,,,203,,,,,,,,,,,196,,,,,,,,,39,,,481,,,,,34,87,,,,,,,,,,,,,,,81,,74,,3777,,39,,,166,,,,31,,
2019,Panama,,,,,,,,,2714,,,296,114,,,,44,33,,286,90,,,,480,,,,2132,,,76,,,,,,1923,,,,,1930,19876,298,,44952,,,,8260,,107,1944,32,,39,,,155,,60,8606,2837,76,3674,,,,,,,,,48,1030,,,,,60,1133,,,344,,27,,,1705,,,50,576,,1592,61,,4770,142,87,,96,,1185,1406,735,395,125,,,,,,,,559,,,39,,47,,,,28,,,,,,,,,5141,,,,,,82,,103,,,,512,,52,13752,,37,,,,80,,87,,,,128,4568,1703,207,270,766,,427,,,190,1056,,,,,48,,,,,52,,27,,,48,,37,,,,48,,3941,,176,,,224,389,291,,151,,,,,125,,118,,,,,534,,2146,,14949,,810,,,13474,61,,,,,
2019,Argentina,9,67,105,,1,9,,,,570,1,279,1039,,,12,,7,309,546,6,,,,426394,,,,49647,,1,300,11,,24,20,,539,,,,,216855,14649,4,,8791,,42,,125,1,1003,1125,,47,1824,14,,249,,4,695,971,242,74,,,49,,32,,,1,71,8303,,,,,,9404,,14,1034,15,11,,,97,1,,,41,,67,830,8,98,21,139,37,65,,566,155008,11,4531,74,,2,,,,287,126,804,,,51,79,398,97,7,,2,,,2,,,,,,1475,4,10,,,,215,11,9,2,,,393,,11,92,1,43,,1515,,59,,5,,163,,690948,198744,59,7443,5047,76,,8296,463,,1096,1917,,,,,,,,16,,81,,,,,2,,,824,,2,128,,99769,2,,8,5,207,807,1144,,61,,,,,34,45,646,,,4,1,4485,,959,1,5225,,135076,,8,91315,5,,,,1,2
2019,Bolivia (Plurinational State of),1,1,3,,0,6,,0,46609,5,2,248,173,1,0,0,30,0,5,411,988,1,0,,,21,10,,28045,,,26,,0,139,0,13,1506,,70,0,,5164,1230,2,,3236,,7,,159,3,41,1932,182,2,56,10,3,116,,3,126,1093,22,138,,0,6,,2,,,0,43,1350,1,,0,,2,2207,15,0,28,,0,,,155,9,,5,16,,252,29,2,116,10,67,10,84,2,198,1557,7,1812,17,25,15,,5,5,0,0,40,0,2,3,0,9,6,5,7,8,,1,5,,,1,,,10396,,0,1,2,,26,3,0,,,6,417,0,69,121,0,14,1,13,,105,0,25,,119,1,4678,12317,51,238,191,41,1,551,8,,78,358,1,,0,,0,,,,,14,8,22,0,2,1,52,21,9,1,3,18,,13299,2,14,2,0,319,719,2,1,9,,1,,0,5,1,40,0,,,0,124,0,985,5,5345,,555,5,0,843,13,,,0,2,3
2019,Brazil,77,,246,,13,8665,,,39078,70,,791,3143,,20,34,60,37,11,2277,6,34,,,52184,,92,,,,191,319,33,28,1605,37,186,2133,,14,,,20747,26078,,,9211,,106,,519,445,769,2791,,,600,193,130,663,,28,418,2325,4189,306,74,,244,,13,,,,694,12851,950,,40,,85,21836,82,,2071,,34,,,391,77,1270,2549,73,,170,2050,648,1184,978,718,685,230,,2704,49965,185,65955,1416,32,60,114,27,,6,190,16584,,46,128,21,849,72,47,12,163,12,7,37,,,,,,3601,,170,,29,,682,1916,15,65,,67,4468,,367,493,18,1503,,51,,771,25,345,27,699,,52770,20194,479,4681,185489,,,11531,,,2292,1865,18,,40,194,,39,,46,78,440,250,582,39,7,154,,284,237,,,2133,,41321,,,,366,852,4012,2771,9,618,66,12,,,252,106,486,28,,,86,985,43,6650,118,23726,,32331,34,,3857,171,,,,,137
2019,Chile,60,100,177,,36,221,60,48,72813,40,16,3952,2116,8,4,8,24,16,24,3349,8,4,20,16,80813,,44,20,20370,,,367,4,4,4,16,24,7328,4,8,68,,,10540,205,36,120626,4,48,8,1841,36,1513,1805,,48,582,24,48,921,,108,1096,30325,315,921,8,8,177,8,20,8,8,36,533,12562,8,24,20,8,13589,21711,28,20,772,20,20,28,16,889,16,8,60,68643,8,945,1306,44,2185,343,323,88,513,,2140,14985,84,3231,335,28,76,,36,16,4,137,813,40,20,88,8,68,60,36,8,100,4,355,60,,20,4,8,4,6887,4,36,4,,4,343,185,4,24,28,36,2595,16,562,945,40,80,20,1613,28,1356,20,638,8,2040,16,4852,205609,796,1760,999,732,104,4247,36,8,1424,2344,20,1326,48,241,8,20,,8,44,68,24,,,4,237,,205,161,,44,987,,22842,28,2791,16,8,4978,4097,1213,8,145,,76,,1092,40,64,1019,8,8,,8,634,20,6668,36,20278,4,9066,16,4,109798,40,4,16,,20,44
2019,Colombia,122,52,26,,49,56,43,41,3419,,328,234,222,,,,,,,464,,,,,874,,,,2496,,,90,,,,,,1051,,,,,2162,2176,36,,,,,,1128,,60,1945,97,,41,213,,97,,52,410,15212,149,409,,,22,,,,,,50,2203,,,,,,2523,,,124,,,,,490,,,20,122,,376,149,,153,88,125,23,139,,500,3001,63,771,190,,,,26,,,20,1253,,,,,48,23,,,,,,,,,,,,3050,,,,,,74,,,,,,376,,54,611,,49,,,,87,,43,,2208,,231,5391,102,272,121,590,,292,,,236,719,,,,,,,,,,74,,,,,,23,,30,,,56,,7086,,,,,194,725,145,,,,,,,39,,50,,,,,241,42,1322,,20140,,464,,221,1048714,,,,,,
2019,Ecuador,157,69,47,,,41,,,5315,36,,367,537,,47,,,,,841,,,,,1504,,,,2612,,,190,,,,,44,2304,,,,,11165,2882,95,,191537,,,,923,,79,2947,,,310,477,,180,,,347,,82,513,,,,,,51,,,124,2228,,,,32,,4336,36,,69,,,,,423,,,,94,,461,212,,224,63,189,68,195,,511,3785,36,722,69,,,,,,,,436,,,,,,,,,33,,,,,,,,,2223,,,,,,47,,,,,,816,,110,385,,36,,14,,231,,36,,949,,238,13492,123,307,360,492,,797,,,297,1471,,,,,,,,,,86,,,,,,,48,,,,120,,7357,,95,,,343,1931,154,,,,,,,44,,,,,,,394,,2124,,26386,,943,,,8763,47,,,,,
2019,Falkland Islands (Malvinas),,,,,,,,,31,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,23,,,,,,,,,,,
2019,French Guiana,,,91,,,,,,,,,,,,,,,,,143,,,,,,,,,21549,,,,,,,,,,,,,,,1378,,,,,,,,,,,,,,,,,,799,,,,,,,,,,,,,,23156,,,,,,,,,,,,2235,,,,,4065,21022,,,,,,,,,,,,130,,,,,,,,,886,,,,,,,,,,,,,,,,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,,,,,,,390,,,,,,1386,,,,,,,,,,,,,,,,,,,,,,,34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Guyana,,,,,,,,19,,,,,,,15,,,273,,,,,,,,,,,2178,,,,,,,,,408,,,,,,1172,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,375,,,,,,,,,,,,,,,,,,,,,4689,,,,,,,,,,898,,,,,,,,,585,,1280,,,,,2141,,,,,,
2019,Paraguay,,,,,,,,,58535,,,,,,,,,,,,,,,,1035,,,,75626,,,,,,,,,2340,,,,,2163,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,,,,,1702,,,,,,,,,,,,,,,,,,,,,,,,898,,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,,,,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,178,,1616,,3000,,,,,,,,,
2019,Peru,,,22,,,17,,,17148,,,716,238,,,,,,,745,,,,,17986,,,,10510,,,81,,,,,,3649,,,,,11249,20390,,,9057,,,,408,,109,1098,,,108,104,,293,,,219,8171,23,130,,,19,,,,,,85,4710,40,,,,,6216,,,71,,,,,197,,,,58,,199,76,17,1708,50,69,22,256,,614,4949,,4072,45,,,,,,,,84,,,,,,17,,,52,,,24,,,,,,3926,,,,,,45,,,,,,823,,112,194,,,,,,126,,86,,412,,661,,390,238,155,165,,2015,,,218,763,,,,,,26,,,,38,,,,,,,,34,,,139,,7723,,,,,342,945,,,24,,,,,,,61,,,,,291,,3402,,26369,,884,,,602595,,,,,,
2019,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375,,,,,,,,,,,,,,,5260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Uruguay,,,,,,,,,28604,,,,,,,,,,,,,,,,,,,,12790,,,,,,,,,323,,,,,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,1431,,,,,,,,,,,,,,,,,,,,,,,,7576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,93,,1205,579,,,,,,631,,,,,,,,,,,,,,,,,,,,,,,,16784,,,,,,,,,,,,,,,,,,,,,,,469,,644,,,,,602,,,,,,
2019,Venezuela (Bolivarian Republic of),,18,93,,,184,,,9740,33,476,144,811,,,,,6,,386,19,,,,1926,50,23,,5902,,,139,,,,,,1112,,,,,14950,13581,561,,953386,,,,1103,,401,11189,704,14,368,45,,142,,0,14441,36215,181,994,,27,50,,34,,,,70,3699,29,,,,12,4124,32,,719,,159,,,419,,,8961,1861,,287,1005,,252,57,88,77,60,,458,50022,93,351,195,,,,69,,,137,7332,,,132,,143,,,,33,,,,,42,,,,3752,,,,266,,987,51,,,,,675,,17,2003,,102,,,,88,,13,,861,,209,46044,157,892,53473,410,,271,,,856,660,,,,5,,118,,,,1584,13,813,,,17,250,23,100,,,69,,73054,,471,,45,111,647,15311,,68,,,,,2750,13,129,,,,,206,,1766,,11011,,4696,,,,11,,,,,14
2019,Australia,59798,3872,1745,0,31,592,,63,17583,1629,74,,18091,740,327,2020,51968,476,2391,7924,84,116,613,7797,1163,,37802,1512,42552,0,3237,4284,63,2740,42,38278,539,57798,158,42,63,,33707,641624,105165,3237,27835,,1851,8590,571,677,62527,973,158,20514,13796,264,5438,10685,211,42,232,2898,48382,12092,,5776,3819,402,15668,116,21,79424,9606,40733,21,581,63,137,708,122601,7067,507,117702,,148,21,126,603,1110,21,698,137,,338,21646,603,568971,87274,73002,89168,92077,983,12442,202617,1385,53175,7871,2264,24122,782,7617,592,11701,4983,99705,158,3904,3025,21,3755,296,338,1629,174136,645,95,44552,52,42,63,31380,,6760,31,95,3787,2158,,2454,1089,37537,1639,772,78016,82100,1724,600404,931,42,12135,1036,52201,0,4665,2221,81032,,285,,603,12473,281216,56275,20186,201,1481,121204,1248,264,17954,28735,1153,21,19,13,,47,32173,,,15171,476,35019,3174,4369,64739,,7236,8305,2581,9976,196142,9342,19594,136979,3364,20620,179,12283,15087,25825,169,80831,10368,402,708,13002,1978,740,42880,126,,211,4401,18239,10939,1262204,4972,114549,,11246,2147,1565,7427,265018,,,888,8009,45102
2019,New Zealand,2610,,,,,,,,1819,,,66978,1377,,,,1572,,,,,,,,,,,,3831,,,,,,,7016,,10227,,,,,2572,95185,7538,,1230,,,13835,,,1845,,,,1374,,,1505,,,,,1360,,,,,,1220,,,56344,,4013,,,,,,13822,,,,,,,,,,,,,,,1460,,71747,5247,3290,5856,9660,,,2101,,10967,,,1761,1575,,,,,,,,,,,,,,17464,,,,,,,,,,,,,,,,,2261,,,1505,21163,,,,,,4485,,,,,3043,,,1438,,,39837,2075,,,,28411,,,2383,5837,,,,,,,54108,,,2005,,1133,,,5734,,,,,1178,57969,,,10233,,,,1441,3273,,,8246,,,1428,23940,,,,,,1515,,1441,,272436,,22922,,,,,,6571,,,,1512,8650
2019,Fiji,,,,,,,,,,,,1926,,,,,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,944,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,,,,,,,,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,,,,,,,,1862,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,1359,,,,,,419,,,,348,,,,,,187,,,,,,,
2019,New Caledonia,,,617,,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46240,,560,,,,,,,,,,,,,,,,,,,,,,987,,,,,,276,,,,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,,,577,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,658,,,,,,,,,,,,,,3802,,613,11770,,,,
2019,Papua New Guinea,,,,,,,,,,,,9263,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,157,13648,,,42,,,,,260,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,1793,,,,,,,,,,,,,,,1471,,,,,64,,,,26,,,,,,,,,,,,,,,51,,,,222,,,,,79,,,,,,,,,,,,27,,,,,,,,,,1630,28,737,,,,99,,,,,,,
2019,Solomon Islands,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,28,,,,259,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,32,71,,,,,,,,,,,,552,,,117,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,28,,,,64,,,,,,,
2019,Vanuatu,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,318,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,29,,,,,,,,,,109,,,,,,,,,,,,,
2019,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,,,,,,,,,,,,,,,,,,,,,,245,,,,,,11164,,,,,,,,,,,,,,,,,,,2325,,,,1520,,,,,30741,,,4145,,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19421,,,,,,371,,,,,
2019,Kiribati,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,8,,41,,,,,,,,,,,
2019,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,,,,,,,,,,,
2019,Micronesia (Fed. States of),,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,286,,,,,127,,,,,48,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,175,,,,,,,,,,,
2019,Nauru,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,129,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,
2019,Northern Mariana Islands,,,,,,,,,,,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,46,,,,,,1123,,,,,,,,,,125,,,,,,,,,,,,,568,,,,,11130,,,918,,1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,,,,,,,,,,,
2019,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,247,,,,,,,,,2999,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,
2019,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,,,,,,,,,,,,,,,1116,,,,,295,,,,,,,,,,,15830,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1289,,,,,,,,,,,,2550,,,,,,211,,,,,
2019,Cook Islands,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,2166,,,,14,,,,,,,,15,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,26,,,,,,,,,,,
2019,French Polynesia,,,706,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,21726,,,,,,373,,,,,,,,,,,,,,,,,39,17,,,,,,153,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,124,,,,,,,,,,,,,,,,,87,,434,,,,218,,,34,,,,
2019,Niue,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,36,,,,,,10,,,,,,,,,,,
2019,Samoa,,,,1305,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,47,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,111,,7,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1224,,,,5,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,86,61,,,,,,59,,,,21,,299,,,,13,,,,,,,
2019,Tokelau,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,
2019,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
2019,Wallis and Futuna Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,
2019,Belarus,278,,52,,,,,,100,5656,,27,58,13324,,,,,,35,,,,,,,,,92,,,60,,,,,,153,,,,,,,,,,,,,,,,43,,,94,59,,196,,,,,,,,,3202,,24,,,,2084,,,,,,8400,65,,,106,,,,,,,,,,,,337,,47,,48,,23,,382,23,,,29,69084,,,,5168,,10355,64,,,,,17168,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,60,,46,,,,,,,472,,,,28,7513,,22,673880,,,,,,,,,,,,34,,,,,26,,,,,,34,,,,,335,28,81,5608,,,,,,,,24,5395,,,,222917,22,455,,85,,27,14603,,,361,,,32,,
